epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6224877238273621,0.8482897877693176,0.0005,0.6350282430648804,0.8000034689903259
1,0.6874597668647766,0.7427668571472168,0.0005,0.6514124274253845,0.7598278522491455
2,0.7045585513114929,0.7153884768486023,0.0005,0.6666666865348816,0.7479273676872253
3,0.7092357277870178,0.7045180797576904,0.0005,0.6892655491828918,0.7283520102500916
4,0.7136926054954529,0.6984443664550781,0.0005,0.6830508708953857,0.7210910320281982
5,0.7184206247329712,0.6888986229896545,0.0005,0.6960452198982239,0.7181535959243774
6,0.7203694581985474,0.6866100430488586,0.0005,0.6926553845405579,0.7150925397872925
7,0.722724974155426,0.6803269386291504,0.0005,0.6920903921127319,0.7168002128601074
8,0.7251482605934143,0.6758406162261963,0.0005,0.696610152721405,0.7070915699005127
9,0.7278088331222534,0.6726070046424866,0.0005,0.6994350552558899,0.716615617275238
10,0.7271987795829773,0.6727184057235718,0.0005,0.7033898234367371,0.7051522731781006
11,0.7276902198791504,0.6690530180931091,0.0005,0.701694905757904,0.7051563858985901
12,0.7299440503120422,0.665738046169281,0.0005,0.7129943370819092,0.6945079565048218
13,0.7315370440483093,0.6645848155021667,0.0005,0.705649733543396,0.6956412196159363
14,0.7331130504608154,0.6620993614196777,0.0005,0.701694905757904,0.6923263072967529
15,0.7340620160102844,0.6593334674835205,0.0005,0.7146892547607422,0.6851246356964111
16,0.7351635098457336,0.6585267782211304,0.0005,0.7062146663665771,0.6873788833618164
17,0.7351974248886108,0.6576877236366272,0.0005,0.70225989818573,0.6859729886054993
18,0.7349093556404114,0.657329797744751,0.0005,0.7112994194030762,0.6791349649429321
19,0.735824465751648,0.6568796038627625,0.0005,0.7152542471885681,0.6796395182609558
20,0.7370784878730774,0.6546058654785156,0.0005,0.710734486579895,0.6786978840827942
21,0.7387731075286865,0.65153568983078,0.0005,0.7062146663665771,0.6834601163864136
22,0.7386205792427063,0.649548351764679,0.0005,0.707344651222229,0.683342695236206
23,0.7386883497238159,0.6503629088401794,0.0005,0.7101694941520691,0.6824666261672974
24,0.7395695447921753,0.6479823589324951,0.0005,0.7163841724395752,0.6758279800415039
25,0.7396203875541687,0.6488445997238159,0.0005,0.705649733543396,0.6767049431800842
26,0.7403491139411926,0.6459733843803406,0.0005,0.7135593295097351,0.6731569170951843
27,0.7415692210197449,0.6452398300170898,0.0005,0.7045197486877441,0.6774371862411499
28,0.7413150072097778,0.6436761021614075,0.0005,0.7129943370819092,0.6714509725570679
29,0.7408235669136047,0.6439732313156128,0.0005,0.7118644118309021,0.672881007194519
30,0.7410608530044556,0.6432209014892578,0.0005,0.7084745764732361,0.6759204268455505
31,0.7428910136222839,0.6413952708244324,0.0005,0.7135593295097351,0.6739654541015625
32,0.746144711971283,0.638779878616333,0.0005,0.7028248310089111,0.6751626133918762
33,0.7427724003791809,0.6399456262588501,0.0005,0.7084745764732361,0.6768531203269958
34,0.7451618313789368,0.6344006657600403,0.00025,0.7146892547607422,0.6686867475509644
35,0.7449754476547241,0.6337095499038696,0.00025,0.7112994194030762,0.6694822311401367
36,0.7455855011940002,0.6339597105979919,0.00025,0.7175140976905823,0.6677899360656738
37,0.7475343346595764,0.6313216686248779,0.00025,0.7112994194030762,0.6723949909210205
38,0.7458397150039673,0.6325163245201111,0.00025,0.7146892547607422,0.669170081615448
39,0.7469072937965393,0.6320599317550659,0.00025,0.7163841724395752,0.6659186482429504
40,0.7467886805534363,0.6304807066917419,0.00025,0.7158191800117493,0.670629620552063
41,0.7475343346595764,0.6305314302444458,0.00025,0.7203390002250671,0.6697315573692322
42,0.7474157214164734,0.6305025815963745,0.00025,0.7158191800117493,0.6707428097724915
43,0.7461616396903992,0.6300709843635559,0.00025,0.7152542471885681,0.6694437265396118
44,0.7483477592468262,0.6285094618797302,0.00025,0.7118644118309021,0.6733307242393494
45,0.7494492530822754,0.6268690824508667,0.000125,0.7192090153694153,0.6684592962265015
46,0.7495509386062622,0.6250288486480713,0.000125,0.7135593295097351,0.6708464622497559
47,0.7499915361404419,0.6251251697540283,0.000125,0.7146892547607422,0.6665295362472534
48,0.7499915361404419,0.6244019865989685,0.000125,0.7163841724395752,0.6667423248291016
49,0.7508218884468079,0.6243918538093567,0.000125,0.7146892547607422,0.6704492568969727
50,0.7511269450187683,0.6239244341850281,6.25e-05,0.7152542471885681,0.6711041927337646
51,0.7512624859809875,0.6222379803657532,6.25e-05,0.7135593295097351,0.6707386374473572
52,0.751313328742981,0.6224867701530457,6.25e-05,0.7175140976905823,0.6691324710845947
53,0.7521945238113403,0.6208500862121582,6.25e-05,0.7163841724395752,0.6692776679992676
54,0.7515336275100708,0.6216188669204712,6.25e-05,0.7152542471885681,0.6687808036804199
