epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6195390820503235,0.8422441482543945,0.0005,0.6084745526313782,0.8438147306442261
1,0.6865277290344238,0.745789647102356,0.0005,0.6581920981407166,0.7775163054466248
2,0.7088629007339478,0.70517498254776,0.0005,0.6632768511772156,0.7539541125297546
3,0.7176072001457214,0.6920118927955627,0.0005,0.6627118587493896,0.7482085824012756
4,0.7205049991607666,0.6829436421394348,0.0005,0.6700565218925476,0.7417393326759338
5,0.723673939704895,0.6766018271446228,0.0005,0.6802259683609009,0.7325879335403442
6,0.7275716066360474,0.6716111302375793,0.0005,0.6836158037185669,0.735264778137207
7,0.7282494306564331,0.6681727766990662,0.0005,0.6909604668617249,0.7241856455802917
8,0.731011688709259,0.6653819680213928,0.0005,0.6887005567550659,0.7213572859764099
9,0.7315878868103027,0.6615939140319824,0.0005,0.6960452198982239,0.7238526940345764
10,0.7335366606712341,0.659316897392273,0.0005,0.6960452198982239,0.7208822965621948
11,0.7345703840255737,0.6574428081512451,0.0005,0.6937853097915649,0.7171640992164612
12,0.7339434027671814,0.6548562049865723,0.0005,0.698870062828064,0.7187390327453613
13,0.7353499531745911,0.6542806625366211,0.0005,0.694915235042572,0.7155146598815918
14,0.7364514470100403,0.6518494486808777,0.0005,0.697175145149231,0.7131748795509338
15,0.7388408780097961,0.6497576832771301,0.0005,0.7011299729347229,0.7173880338668823
16,0.7392306327819824,0.6488025188446045,0.0005,0.7028248310089111,0.7103163599967957
17,0.7390781044960022,0.6483940482139587,0.0005,0.70225989818573,0.711641252040863
18,0.7392814755439758,0.6478195190429688,0.0005,0.6937853097915649,0.7172840237617493
19,0.7413150072097778,0.6449349522590637,0.0005,0.7033898234367371,0.7100037932395935
20,0.7401118278503418,0.6448131799697876,0.0005,0.698870062828064,0.7083095908164978
21,0.7405354976654053,0.644012987613678,0.0005,0.696610152721405,0.7122415900230408
22,0.7417556643486023,0.6422170400619507,0.0005,0.701694905757904,0.7076427936553955
23,0.743518054485321,0.6410449743270874,0.0005,0.701694905757904,0.7076525092124939
24,0.7428571581840515,0.6409035325050354,0.0005,0.7062146663665771,0.7028236389160156
25,0.7422131896018982,0.6394048929214478,0.0005,0.6977401375770569,0.7058883905410767
26,0.7431282997131348,0.639380693435669,0.0005,0.7028248310089111,0.7072227001190186
27,0.7426707148551941,0.6384517550468445,0.0005,0.7045197486877441,0.706379771232605
28,0.743263840675354,0.636954128742218,0.0005,0.7011299729347229,0.7073769569396973
29,0.7434332966804504,0.6369003057479858,0.0005,0.6937853097915649,0.7045541405677795
30,0.7444161772727966,0.6336629986763,0.00025,0.7062146663665771,0.6984397172927856
31,0.744602620601654,0.6326534152030945,0.00025,0.694915235042572,0.7023648619651794
32,0.7460260987281799,0.6336588263511658,0.00025,0.70225989818573,0.7000215649604797
33,0.7469412088394165,0.6326852440834045,0.00025,0.7045197486877441,0.7009247541427612
34,0.7466869950294495,0.6319481730461121,0.00025,0.696610152721405,0.7021912932395935
35,0.7459413409233093,0.631438136100769,0.00025,0.705649733543396,0.6987013816833496
36,0.7463650107383728,0.6287369132041931,0.000125,0.707344651222229,0.6976916193962097
37,0.7475851774215698,0.6289995312690735,0.000125,0.703954815864563,0.6966345310211182
38,0.7484833002090454,0.628130316734314,0.000125,0.703954815864563,0.6985588669776917
39,0.7479240894317627,0.628358006477356,0.000125,0.7045197486877441,0.6996678113937378
40,0.7489408850669861,0.6279425621032715,0.000125,0.709039568901062,0.6978511214256287
41,0.7486358284950256,0.6280831098556519,0.000125,0.7084745764732361,0.6972159743309021
42,0.7475681900978088,0.6285148859024048,0.000125,0.7028248310089111,0.6988213658332825
43,0.748551070690155,0.6266916990280151,6.25e-05,0.707344651222229,0.6973826885223389
44,0.7495847940444946,0.6261783242225647,6.25e-05,0.7050847411155701,0.697044312953949
45,0.7496864795684814,0.625686526298523,6.25e-05,0.7067796587944031,0.6983252167701721
46,0.7494153380393982,0.6267569661140442,6.25e-05,0.707344651222229,0.6974033713340759
47,0.7499746084213257,0.6261997818946838,6.25e-05,0.7067796587944031,0.6975674033164978
48,0.748686671257019,0.6255422234535217,3.125e-05,0.7062146663665771,0.6974279284477234
49,0.7493475675582886,0.6249856352806091,3.125e-05,0.705649733543396,0.6973263621330261
50,0.7498390078544617,0.6245971918106079,3.125e-05,0.7067796587944031,0.697670578956604
51,0.7491950392723083,0.6245524883270264,3.125e-05,0.7079095840454102,0.697195827960968
52,0.7492120265960693,0.6255027055740356,3.125e-05,0.705649733543396,0.697594165802002
