epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6211320161819458,0.8393188714981079,0.0005,0.6005649566650391,0.8411846160888672
1,0.686426043510437,0.7436969876289368,0.0005,0.6401129961013794,0.7776401042938232
2,0.7077614068984985,0.706258237361908,0.0005,0.6593220233917236,0.760103166103363
3,0.7158447504043579,0.6917060017585754,0.0005,0.6723163723945618,0.7459729909896851
4,0.7184206247329712,0.685500979423523,0.0005,0.6802259683609009,0.7395609617233276
5,0.7219623923301697,0.6775681972503662,0.0005,0.6785310506820679,0.7472051978111267
6,0.7248601913452148,0.673700749874115,0.0005,0.6757062077522278,0.7313119769096375
7,0.7268259525299072,0.6689862012863159,0.0005,0.6819208860397339,0.7304734587669373
8,0.728605329990387,0.6645177602767944,0.0005,0.6841807961463928,0.7279067635536194
9,0.7292662262916565,0.6634376049041748,0.0005,0.6779661178588867,0.7434810996055603
10,0.7301474213600159,0.6601542830467224,0.0005,0.6796610355377197,0.7361024618148804
11,0.7316387295722961,0.658197820186615,0.0005,0.68813556432724,0.731518566608429
12,0.7333672046661377,0.6564276814460754,0.0005,0.693220317363739,0.7170071601867676
13,0.7342992424964905,0.6538721323013306,0.0005,0.695480227470398,0.7147765159606934
14,0.7360108494758606,0.6528720855712891,0.0005,0.6920903921127319,0.7186610102653503
15,0.7366209030151367,0.650060772895813,0.0005,0.700564980506897,0.7130293250083923
16,0.7384002804756165,0.6476759314537048,0.0005,0.695480227470398,0.7165926098823547
17,0.7382816672325134,0.6484752893447876,0.0005,0.697175145149231,0.7158568501472473
18,0.7400440573692322,0.6465963125228882,0.0005,0.701694905757904,0.7091679573059082
19,0.7397898435592651,0.6463128328323364,0.0005,0.7033898234367371,0.708984911441803
20,0.7387222647666931,0.6462388634681702,0.0005,0.701694905757904,0.7060137391090393
21,0.7406202554702759,0.6424991488456726,0.0005,0.700564980506897,0.7088292837142944
22,0.7412811517715454,0.640816330909729,0.0005,0.7033898234367371,0.7065810561180115
23,0.7409252524375916,0.6413276791572571,0.0005,0.698305070400238,0.708495557308197
24,0.7409422397613525,0.6411579251289368,0.0005,0.699999988079071,0.7101013660430908
25,0.7430943846702576,0.6411802172660828,0.0005,0.7050847411155701,0.7047392725944519
26,0.7424843311309814,0.6383243203163147,0.0005,0.698305070400238,0.7081900238990784
27,0.7440434098243713,0.6378238201141357,0.0005,0.70225989818573,0.7059357166290283
28,0.7438400387763977,0.6361722946166992,0.0005,0.7028248310089111,0.6996421813964844
29,0.7452804446220398,0.6359858512878418,0.0005,0.705649733543396,0.7010520696640015
30,0.7447212338447571,0.6363346576690674,0.0005,0.70225989818573,0.7070555686950684
31,0.7444331645965576,0.6348985433578491,0.0005,0.6994350552558899,0.6981697678565979
32,0.7463819980621338,0.6332728862762451,0.0005,0.705649733543396,0.6992341876029968
33,0.7464497685432434,0.6325604915618896,0.0005,0.7079095840454102,0.6996205449104309
34,0.7464327812194824,0.6321026682853699,0.0005,0.705649733543396,0.69821697473526
35,0.7468056082725525,0.6308718919754028,0.0005,0.7084745764732361,0.7002558708190918
36,0.7459244132041931,0.6312709450721741,0.0005,0.7084745764732361,0.7010674476623535
